property_id,city,area_sqft,bhk,bathrooms,price_lakh,furnishing
IN00544,Mumbai,1135,1,2,15,Unfurnished
IN00545,Kolkata,387,1,2,15,Furnished
IN00546,Delhi,1378,2,2,22.61,Furnished
IN00547,Delhi,1086,3,2,15,Semi
IN00548,Delhi,1284,3,1,15,Furnished
IN00549,Bangalore,871,1,3,15,Unfurnished
IN00550,Hyderabad,965,4,3,15,Semi
IN00551,Bangalore,1204,4,1,15,Semi
IN00552,Delhi,1259,3,2,15,Semi
IN00553,Bangalore,1678,2,2,17.07,Furnished
IN00554,Hyderabad,1347,2,2,17.41,Unfurnished
IN00555,Chennai,1365,4,1,17.32,Furnished
IN00556,Hyderabad,330,3,3,15,Furnished
IN00557,Bangalore,1337,3,3,23.68,Furnished
IN00558,Bangalore,1429,2,2,15,Furnished
IN00559,Delhi,574,3,3,15,Furnished
IN00560,Delhi,1081,2,3,18.67,Semi
IN00561,Hyderabad,879,3,2,15,Furnished
IN00562,Hyderabad,1206,3,1,15,Unfurnished
IN00563,Kolkata,1062,3,3,15.38,Furnished
IN00564,Chennai,597,2,3,15,Furnished
IN00565,Delhi,1620,2,2,18.78,Furnished
IN00566,Bangalore,1058,2,3,15,Unfurnished
IN00567,Kolkata,300,3,3,15,Unfurnished
IN00568,Delhi,1177,3,3,15,Unfurnished
IN00569,Hyderabad,1177,2,2,15,Furnished
IN00570,Chennai,1117,3,1,17.99,Semi
IN00571,Mumbai,1890,3,3,26.15,Unfurnished
IN00572,Kolkata,1206,3,2,15.78,Furnished
IN00573,Kolkata,1577,3,2,15,Furnished
IN00574,Mumbai,1433,4,3,15.44,Unfurnished
IN00575,Mumbai,1272,1,1,15,Semi
IN00576,Bangalore,1552,1,2,18.63,Unfurnished
IN00577,Chennai,1512,2,3,15.95,Semi
IN00578,Chennai,1432,3,3,20.15,Furnished
IN00579,Chennai,844,4,2,15,Furnished
IN00580,Bangalore,300,2,2,15,Semi
IN00581,Bangalore,1014,2,3,15,Semi
IN00582,Hyderabad,1289,3,3,15,Furnished
IN00583,Hyderabad,947,4,2,15,Semi
IN00584,Bangalore,300,2,3,15,Unfurnished
IN00585,Delhi,451,2,1,15,Semi
IN00586,Hyderabad,934,2,2,19.67,Unfurnished
IN00587,Hyderabad,1251,3,3,15,Unfurnished
IN00588,Kolkata,1237,4,2,15,Furnished
IN00589,Mumbai,1510,3,3,15,Semi
IN00590,Kolkata,1537,1,2,16.99,Semi
IN00591,Delhi,1279,4,2,18.68,Unfurnished
IN00592,Hyderabad,1810,2,2,23.87,Unfurnished
IN00593,Delhi,1559,3,3,26.56,Furnished
IN00594,Mumbai,1278,4,3,17.84,Semi
IN00595,Kolkata,1062,3,2,15,Furnished
IN00596,Mumbai,1682,4,2,15,Unfurnished
IN00597,Delhi,940,2,2,15,Semi
IN00598,Delhi,1542,1,2,25.19,Semi
IN00599,Mumbai,974,3,2,15,Semi
IN00600,Kolkata,901,3,2,15,Unfurnished
IN00601,Hyderabad,698,2,3,15,Semi
IN00602,Chennai,1475,3,2,15,Semi
IN00603,Bangalore,1969,3,2,18.03,Semi
IN00604,Mumbai,635,2,1,15,Furnished
IN00605,Kolkata,1322,1,2,24.47,Semi
IN00606,Delhi,909,3,2,15,Unfurnished
IN00607,Chennai,873,2,3,15,Semi
IN00608,Kolkata,647,2,2,15,Furnished
IN00609,Mumbai,557,1,2,15,Furnished
IN00610,Chennai,1633,2,1,23.62,Unfurnished
IN00611,Kolkata,1964,2,1,23.84,Furnished
IN00612,Kolkata,1128,3,2,15,Furnished
IN00613,Bangalore,1404,4,2,15,Furnished
IN00614,Delhi,1590,2,2,22.01,Semi
IN00615,Chennai,1090,2,1,15,Furnished
IN00616,Chennai,611,3,2,15,Semi
IN00617,Delhi,1076,1,2,15,Semi
IN00618,Bangalore,671,2,2,15,Semi
IN00619,Chennai,1541,4,3,19.0,Furnished
IN00620,Kolkata,772,4,2,15,Furnished
IN00621,Delhi,940,2,1,15,Semi
IN00622,Hyderabad,1576,4,1,18.09,Furnished
IN00623,Bangalore,1306,2,3,16.13,Furnished
IN00624,Chennai,951,1,2,15,Unfurnished
IN00625,Hyderabad,300,1,2,15,Semi
IN00626,Delhi,1818,4,3,15,Semi
IN00627,Chennai,1441,2,2,15,Semi
IN00628,Bangalore,793,3,2,15,Furnished
IN00629,Delhi,1106,3,3,23.7,Unfurnished
IN00630,Kolkata,456,4,1,15,Furnished
IN00631,Mumbai,693,4,2,15,Furnished
IN00632,Chennai,462,4,3,15,Unfurnished
IN00633,Chennai,1413,2,2,16.83,Unfurnished
IN00634,Hyderabad,841,3,3,15,Furnished
IN00635,Chennai,1718,4,1,24.49,Semi
IN00636,Chennai,1830,3,3,26.37,Unfurnished
IN00637,Bangalore,1488,3,2,19.5,Furnished
IN00638,Kolkata,1398,4,1,20.75,Unfurnished
IN00639,Bangalore,1124,2,3,20.99,Furnished
IN00640,Chennai,1556,3,2,23.75,Unfurnished
IN00641,Mumbai,1391,3,3,15,Unfurnished
IN00642,Delhi,1381,1,1,19.77,Furnished
IN00643,Delhi,1011,1,3,15,Semi
IN00644,Chennai,494,4,1,15,Unfurnished
IN00645,Hyderabad,1077,4,2,15.68,Furnished
IN00646,Bangalore,1141,1,2,15,Semi
IN00647,Chennai,1253,2,2,16.86,Semi
IN00648,Mumbai,1927,2,1,29.74,Furnished
IN00649,Hyderabad,979,3,2,15,Semi
IN00650,Hyderabad,1637,1,1,20.22,Semi
IN00651,Kolkata,1645,2,1,22.85,Semi
IN00652,Mumbai,2058,3,1,23.03,Furnished
IN00653,Bangalore,799,2,2,15.01,Furnished
IN00654,Kolkata,1997,3,2,31.29,Unfurnished
IN00655,Bangalore,1282,2,2,18.34,Semi
IN00656,Mumbai,1379,4,2,15,Unfurnished
IN00657,Mumbai,807,4,2,15,Semi
IN00658,Hyderabad,988,1,2,15,Furnished
IN00659,Delhi,1113,1,1,16.35,Semi
IN00660,Chennai,895,2,2,15,Unfurnished
IN00661,Mumbai,528,3,1,15,Semi
IN00662,Mumbai,1708,1,3,20.03,Unfurnished
IN00663,Delhi,1898,3,2,19.0,Semi
IN00664,Kolkata,2100,3,2,15,Unfurnished
IN00665,Hyderabad,640,2,1,15,Unfurnished
IN00666,Kolkata,1118,4,2,15,Unfurnished
IN00667,Delhi,1417,2,3,16.57,Unfurnished
IN00668,Bangalore,419,1,3,15,Furnished
IN00669,Chennai,1711,2,3,15,Unfurnished
IN00670,Chennai,1118,1,2,15,Unfurnished
IN00671,Bangalore,300,4,2,15,Unfurnished
IN00672,Hyderabad,2130,4,2,15,Furnished
IN00673,Kolkata,1717,4,2,17.08,Furnished
IN00674,Delhi,661,3,3,15,Semi
IN00675,Delhi,1005,2,2,15,Unfurnished
IN00676,Hyderabad,1050,2,2,15,Unfurnished
IN00677,Delhi,730,2,2,15,Furnished
IN00678,Kolkata,983,4,1,15,Furnished
IN00679,Chennai,620,4,2,15,Furnished
IN00680,Delhi,870,2,3,15,Furnished
IN00681,Kolkata,638,3,2,15,Semi
IN00682,Bangalore,1922,2,3,22.17,Furnished
IN00683,Bangalore,1846,3,3,17.01,Unfurnished
IN00684,Mumbai,1375,3,1,20.2,Furnished
IN00685,Bangalore,1553,2,2,15,Unfurnished
IN00686,Chennai,1238,4,2,15,Unfurnished
IN00687,Mumbai,1181,4,2,15.77,Unfurnished
IN00688,Delhi,1380,3,2,18.49,Unfurnished
IN00689,Bangalore,1314,1,1,15,Semi
IN00690,Hyderabad,1286,2,2,23.42,Semi
IN00691,Chennai,2248,1,3,17.29,Unfurnished
IN00692,Delhi,820,1,3,15,Semi
IN00693,Mumbai,1533,3,2,17.79,Unfurnished
IN00694,Bangalore,829,3,2,15,Unfurnished
IN00695,Hyderabad,739,4,3,15,Furnished
IN00696,Bangalore,1428,2,3,19.86,Semi
IN00697,Kolkata,1113,3,3,15,Semi
IN00698,Chennai,1407,1,1,18.88,Unfurnished
IN00699,Chennai,1324,3,3,17.0,Furnished
IN00700,Chennai,1034,4,2,15,Unfurnished
IN00701,Hyderabad,1192,1,1,15,Semi
IN00702,Mumbai,1657,3,2,26.16,Furnished
IN00703,Chennai,985,2,2,15,Semi
IN00704,Hyderabad,580,4,2,15,Unfurnished
IN00705,Hyderabad,2121,1,1,33.0,Semi
IN00706,Chennai,1604,2,2,16.2,Semi
IN00707,Delhi,1407,2,2,15,Unfurnished
IN00708,Bangalore,1260,3,2,15,Semi
IN00709,Kolkata,363,3,1,15,Unfurnished
IN00710,Chennai,949,2,2,15,Unfurnished
IN00711,Mumbai,1073,2,2,15,Semi
IN00712,Mumbai,1105,3,2,15,Semi
IN00713,Chennai,942,1,3,15,Furnished
IN00714,Kolkata,927,2,2,15,Unfurnished
IN00715,Mumbai,861,2,3,15,Semi
IN00716,Chennai,690,1,2,15,Semi
IN00717,Bangalore,1517,1,1,21.94,Furnished
IN00718,Hyderabad,1656,1,3,31.27,Unfurnished
IN00719,Bangalore,687,3,2,15,Furnished
IN00720,Bangalore,506,2,2,15,Unfurnished
IN00721,Chennai,956,2,2,15,Furnished
IN00722,Hyderabad,1165,4,1,22.31,Unfurnished
IN00723,Chennai,1541,3,1,16.68,Semi
IN00724,Mumbai,300,2,3,15,Semi
IN00725,Hyderabad,1147,4,3,15.98,Furnished
IN00726,Mumbai,639,2,1,15,Unfurnished
IN00727,Bangalore,1302,4,2,15,Semi
IN00728,Delhi,1889,4,1,36.98,Furnished
IN00729,Hyderabad,673,1,2,15,Unfurnished
IN00730,Kolkata,1530,3,3,16.03,Unfurnished
IN00731,Delhi,1637,2,3,15,Unfurnished
IN00732,Chennai,1991,2,2,32.25,Semi
IN00733,Mumbai,1478,4,2,17.72,Semi
IN00734,Delhi,1338,3,3,16.59,Unfurnished
IN00735,Kolkata,487,3,3,15,Semi
IN00736,Bangalore,1226,3,2,18.15,Unfurnished
IN00737,Delhi,1329,3,2,16.48,Semi
IN00738,Mumbai,1150,1,2,15,Semi
IN00739,Kolkata,1554,3,2,18.72,Semi
IN00740,Hyderabad,440,2,2,15,Unfurnished
IN00741,Mumbai,1954,3,3,18.39,Furnished
IN00742,Kolkata,573,3,2,15,Furnished
IN00743,Kolkata,465,4,3,15,Semi
IN00744,Bangalore,1424,3,2,15,Furnished
IN00745,Chennai,1822,3,3,18.99,Semi
IN00746,Kolkata,1084,4,2,15.7,Unfurnished
IN00747,Hyderabad,755,1,1,15,Furnished
IN00748,Bangalore,638,4,3,15,Furnished
IN00749,Chennai,629,4,3,15,Semi
IN00750,Kolkata,749,1,2,15,Unfurnished
IN00751,Hyderabad,1427,1,1,15.18,Unfurnished
IN00752,Delhi,985,3,2,15,Unfurnished
IN00753,Mumbai,1145,1,2,15,Furnished
IN00754,Delhi,1788,3,2,31.73,Furnished
IN00755,Bangalore,1520,3,2,15.03,Semi
IN00756,Chennai,1542,4,3,20.36,Furnished
IN00757,Bangalore,651,3,2,15,Furnished
IN00758,Bangalore,813,2,2,15,Unfurnished
IN00759,Bangalore,300,3,3,15,Semi
IN00760,Mumbai,1600,2,2,19.78,Semi
IN00761,Chennai,742,2,2,15,Unfurnished
IN00762,Chennai,1543,2,1,17.37,Furnished
IN00763,Chennai,300,3,3,15,Unfurnished
IN00764,Delhi,564,4,3,15,Furnished
IN00765,Hyderabad,1279,2,2,20.19,Semi
IN00766,Chennai,1428,2,2,20.0,Furnished
IN00767,Kolkata,1535,4,2,19.47,Semi
IN00768,Bangalore,719,2,2,15,Semi
IN00769,Hyderabad,1904,3,3,22.05,Furnished
IN00770,Chennai,1358,3,3,15.79,Unfurnished
IN00771,Delhi,1688,3,3,24.22,Semi
IN00772,Hyderabad,1048,2,3,15,Semi
IN00773,Mumbai,1914,4,1,18.27,Unfurnished
IN00774,Hyderabad,1059,4,2,15,Furnished
IN00775,Delhi,1130,1,2,15,Semi
IN00776,Bangalore,629,3,3,15,Semi
IN00777,Delhi,777,3,3,15,Unfurnished
IN00778,Delhi,1250,3,3,15,Furnished
IN00779,Hyderabad,300,3,2,15,Furnished
IN00780,Chennai,1763,2,2,17.17,Semi
IN00781,Hyderabad,1567,2,2,15,Semi
IN00782,Chennai,1219,3,2,15,Unfurnished
IN00783,Mumbai,2071,1,2,31.82,Unfurnished
IN00784,Delhi,1730,2,1,15,Furnished
IN00785,Mumbai,741,2,2,15,Furnished
IN00786,Chennai,300,3,1,15,Semi
IN00787,Hyderabad,880,3,3,15,Unfurnished
IN00788,Bangalore,1141,3,2,21.5,Semi
IN00789,Delhi,1533,1,1,28.44,Semi
IN00790,Hyderabad,1663,1,1,19.29,Furnished
IN00791,Chennai,810,3,2,15,Furnished
IN00792,Kolkata,1266,4,3,21.43,Unfurnished
IN00793,Hyderabad,1117,2,2,19.37,Furnished
IN00794,Delhi,646,2,2,15,Semi
IN00795,Chennai,1602,2,1,15,Semi
IN00796,Mumbai,1051,1,3,18.74,Semi
IN00797,Delhi,917,2,2,19.85,Unfurnished
IN00798,Chennai,1591,2,1,15.29,Furnished
IN00799,Bangalore,452,3,2,15,Semi
IN00800,Bangalore,678,3,3,15,Semi
IN00801,Chennai,1031,2,2,15,Unfurnished
IN00802,Bangalore,1175,3,2,19.95,Semi
IN00803,Mumbai,802,3,1,15,Furnished
IN00804,Kolkata,997,3,2,15,Semi
IN00805,Delhi,1474,3,3,15,Semi
IN00806,Hyderabad,942,1,1,15,Semi
IN00807,Kolkata,988,1,2,15.51,Semi
IN00808,Chennai,1059,2,1,15,Furnished
IN00809,Chennai,1422,2,1,16.34,Semi
IN00810,Chennai,1298,2,3,15,Furnished
IN00811,Mumbai,1335,2,3,16.96,Furnished
IN00812,Hyderabad,1519,2,2,15,Unfurnished
IN00813,Kolkata,793,4,2,15,Unfurnished
IN00814,Mumbai,1499,2,2,27.35,Semi
IN00815,Hyderabad,712,4,2,15,Furnished
IN00816,Chennai,907,2,1,15,Furnished
IN00817,Chennai,1368,3,2,15,Semi
IN00818,Chennai,1117,2,2,15,Unfurnished
IN00819,Kolkata,1660,1,2,15,Semi
IN00820,Chennai,1020,2,2,15,Furnished
IN00821,Chennai,1450,3,2,15,Unfurnished
IN00822,Kolkata,300,2,1,15,Unfurnished
IN00823,Chennai,1379,2,2,17.39,Semi
IN00824,Delhi,982,2,1,15,Semi
IN00825,Hyderabad,844,2,2,15,Semi
IN00826,Kolkata,951,2,2,15,Unfurnished
IN00827,Hyderabad,777,4,2,15,Unfurnished
IN00828,Bangalore,694,3,3,15,Unfurnished
IN00829,Bangalore,641,3,3,15,Unfurnished
IN00830,Hyderabad,462,2,2,15,Unfurnished
IN00831,Kolkata,645,2,2,15,Furnished
IN00832,Chennai,1259,2,2,15,Unfurnished
IN00833,Mumbai,1631,1,3,24.47,Furnished
IN00834,Bangalore,1094,1,2,15,Semi
IN00835,Bangalore,300,3,2,15,Furnished
IN00836,Hyderabad,1630,4,1,17.11,Furnished
IN00837,Kolkata,734,2,3,15,Semi
IN00838,Kolkata,1091,4,1,15,Unfurnished
IN00839,Mumbai,504,2,2,15,Furnished
IN00840,Delhi,1288,3,2,29.46,Unfurnished
IN00841,Mumbai,1295,4,3,15,Furnished
IN00842,Kolkata,1052,2,3,15,Semi
IN00843,Chennai,1548,2,2,15,Furnished
IN00844,Hyderabad,1490,1,1,21.52,Semi
IN00845,Mumbai,615,4,3,15,Semi
IN00846,Bangalore,1539,2,2,28.22,Unfurnished
IN00847,Mumbai,848,3,2,15,Furnished
IN00848,Mumbai,974,4,2,15,Unfurnished
IN00849,Hyderabad,1935,4,1,22.17,Unfurnished
IN00850,Kolkata,1068,3,2,15,Unfurnished
IN00851,Hyderabad,456,2,2,15,Unfurnished
IN00852,Hyderabad,898,2,2,15,Unfurnished
IN00853,Mumbai,300,3,1,15,Semi
IN00854,Mumbai,1466,2,3,16.01,Unfurnished
IN00855,Kolkata,890,2,1,15,Unfurnished
IN00856,Bangalore,1010,1,3,15,Furnished
IN00857,Chennai,1499,3,2,24.46,Unfurnished
IN00858,Kolkata,851,1,1,15,Unfurnished
IN00859,Delhi,957,3,1,15,Semi
IN00860,Bangalore,1580,4,2,22.36,Furnished
IN00861,Kolkata,595,4,1,15,Unfurnished
IN00862,Mumbai,955,3,2,15,Semi
IN00863,Bangalore,1341,2,1,15.64,Semi
IN00864,Hyderabad,984,4,1,15.99,Semi
IN00865,Mumbai,1250,1,1,15,Unfurnished
IN00866,Hyderabad,584,4,1,15,Furnished
IN00867,Delhi,973,2,2,15,Furnished
IN00868,Mumbai,935,4,3,15,Unfurnished
IN00869,Mumbai,1434,2,2,15,Semi
IN00870,Hyderabad,672,2,2,15,Semi
IN00871,Chennai,300,2,2,15,Furnished
IN00872,Delhi,1101,2,2,15,Unfurnished
IN00873,Mumbai,1550,4,2,23.83,Furnished
IN00874,Delhi,300,3,2,15,Unfurnished
IN00875,Kolkata,721,2,2,15,Furnished
IN00876,Chennai,1551,1,2,15.97,Unfurnished
IN00877,Kolkata,1000,4,2,15,Semi
IN00878,Mumbai,552,3,3,15,Furnished
IN00879,Hyderabad,686,1,2,15,Furnished
IN00880,Mumbai,1854,3,2,37.47,Unfurnished
IN00881,Delhi,688,4,1,15.61,Furnished
IN00882,Bangalore,1215,2,2,15,Semi
IN00883,Delhi,1187,1,3,15,Furnished
IN00884,Kolkata,553,2,2,15,Semi
IN00885,Kolkata,860,3,2,15.29,Furnished
IN00886,Delhi,1120,4,3,17.08,Furnished
IN00887,Hyderabad,1293,3,2,17.86,Unfurnished
IN00888,Kolkata,882,4,2,15,Semi
IN00889,Mumbai,1639,2,1,24.99,Semi
IN00890,Delhi,659,2,1,15,Unfurnished
IN00891,Mumbai,1343,1,1,19.04,Unfurnished
IN00892,Delhi,943,1,3,15,Unfurnished
IN00893,Kolkata,353,2,2,15,Furnished
IN00894,Hyderabad,1808,2,3,15,Unfurnished
IN00895,Hyderabad,1708,4,3,17.09,Semi
IN00896,Bangalore,808,3,2,15,Semi
IN00897,Mumbai,1124,3,2,15,Semi
IN00898,Chennai,566,2,3,15,Furnished
IN00899,Chennai,1261,1,3,18.11,Furnished
IN00900,Bangalore,1543,1,1,15,Furnished
IN00901,Mumbai,1594,4,3,29.68,Semi
IN00902,Hyderabad,1266,3,2,19.15,Furnished
IN00903,Chennai,1280,3,2,15,Furnished
IN00904,Chennai,1000,3,1,15,Semi
IN00905,Hyderabad,300,2,2,15,Semi
IN00906,Mumbai,705,3,2,15.24,Semi
IN00907,Hyderabad,1061,3,2,16.11,Furnished
IN00908,Mumbai,1116,1,2,21.12,Unfurnished
IN00909,Delhi,1470,1,1,18.32,Furnished
IN00910,Bangalore,1487,4,3,15,Furnished
IN00911,Hyderabad,585,3,2,15,Semi
IN00912,Mumbai,1132,2,3,15,Unfurnished
IN00913,Bangalore,978,3,1,16.91,Furnished
IN00914,Hyderabad,1181,4,2,17.11,Unfurnished
IN00915,Bangalore,790,2,1,15,Unfurnished
IN00916,Bangalore,1660,2,2,20.07,Furnished
IN00917,Delhi,683,3,1,15,Semi
IN00918,Bangalore,1000,3,2,15,Furnished
IN00919,Mumbai,1273,4,2,15.47,Unfurnished
IN00920,Kolkata,885,3,3,15,Unfurnished
IN00921,Mumbai,1338,1,2,15,Unfurnished
IN00922,Chennai,1299,3,1,23.89,Semi
IN00923,Hyderabad,1119,4,3,15,Semi
IN00924,Mumbai,776,3,2,15,Semi
IN00925,Delhi,2109,3,1,18.53,Semi
IN00926,Chennai,1037,3,3,15.18,Unfurnished
IN00927,Delhi,1091,2,2,21.06,Semi
IN00928,Delhi,819,2,1,15,Semi
IN00929,Delhi,1334,1,2,15,Semi
IN00930,Kolkata,646,2,2,15,Unfurnished
IN00931,Mumbai,1047,3,3,15,Semi
IN00932,Kolkata,1455,3,2,16.5,Semi
IN00933,Kolkata,640,3,1,15,Furnished
IN00934,Bangalore,579,3,2,15,Unfurnished
IN00935,Hyderabad,1419,4,2,17.73,Unfurnished
IN00936,Kolkata,1165,2,3,15,Unfurnished
IN00937,Kolkata,1317,3,2,29.71,Semi
IN00938,Mumbai,1192,3,2,15,Semi
IN00939,Delhi,1069,3,1,15,Furnished
IN00940,Delhi,1017,2,2,15,Unfurnished
IN00941,Mumbai,1288,3,2,15,Furnished
IN00942,Kolkata,468,1,1,15,Semi
IN00943,Bangalore,1140,3,1,17.18,Furnished
IN00944,Kolkata,767,4,2,15,Semi
IN00945,Mumbai,1931,4,2,18.75,Unfurnished
IN00946,Delhi,1200,3,1,15,Unfurnished
IN00947,Delhi,774,2,1,15,Furnished
IN00948,Delhi,321,3,2,15,Furnished
IN00949,Mumbai,1936,3,3,24.25,Unfurnished
IN00950,Mumbai,2127,3,2,34.0,Furnished
IN00951,Kolkata,1606,3,1,15,Unfurnished
IN00952,Bangalore,917,3,3,15,Furnished
IN00953,Chennai,541,3,3,15,Furnished
IN00954,Hyderabad,1488,2,1,27.0,Unfurnished
IN00955,Hyderabad,908,1,1,15,Furnished
IN00956,Mumbai,1142,2,2,19.96,Unfurnished
IN00957,Chennai,1510,3,3,22.08,Furnished
IN00958,Delhi,1091,3,2,15,Unfurnished
IN00959,Mumbai,1059,4,2,15,Unfurnished
IN00960,Mumbai,569,4,2,15,Furnished
IN00961,Hyderabad,1313,1,3,30.54,Unfurnished
IN00962,Bangalore,986,3,2,15,Furnished
IN00963,Mumbai,1291,2,3,17.14,Unfurnished
IN00964,Mumbai,985,1,2,15,Furnished
IN00965,Chennai,1068,3,3,15,Semi
IN00966,Chennai,1366,2,1,15,Semi
IN00967,Bangalore,754,2,1,15,Furnished
IN00968,Chennai,728,3,3,15,Semi
IN00969,Hyderabad,1113,1,1,15,Furnished
IN00970,Mumbai,1154,2,3,15,Unfurnished
IN00971,Chennai,848,2,1,15,Unfurnished
IN00972,Mumbai,856,4,1,15,Semi
IN00973,Chennai,1312,2,1,16.43,Semi
IN00974,Delhi,632,1,2,15,Furnished
IN00975,Kolkata,1801,2,1,21.72,Semi
IN00976,Mumbai,1278,4,1,15,Furnished
IN00977,Kolkata,1394,3,2,19.08,Unfurnished
IN00978,Delhi,938,4,2,15,Semi
IN00979,Chennai,670,4,3,15,Unfurnished
IN00980,Mumbai,719,3,1,15,Furnished
IN00981,Kolkata,458,3,2,15,Unfurnished
IN00982,Kolkata,2043,3,1,34.33,Unfurnished
IN00983,Kolkata,1108,2,2,15,Furnished
IN00984,Delhi,842,3,2,15,Furnished
IN00985,Bangalore,498,2,2,15,Unfurnished
IN00986,Kolkata,1385,3,3,18.79,Furnished
IN00987,Mumbai,898,1,2,15,Semi
IN00988,Chennai,1321,2,1,15,Furnished
IN00989,Delhi,1518,1,2,23.89,Furnished
IN00990,Kolkata,759,3,2,15,Semi
IN00991,Hyderabad,1346,2,2,15,Furnished
IN00992,Hyderabad,1059,2,2,15,Semi
IN00993,Mumbai,613,4,1,15,Semi
IN00994,Bangalore,332,3,2,15,Semi
IN00995,Delhi,1366,2,2,16.43,Unfurnished
IN00996,Hyderabad,1762,3,2,15,Furnished
IN00997,Hyderabad,1422,4,1,19.29,Unfurnished
IN00998,Bangalore,1117,4,2,15,Unfurnished
IN00999,Mumbai,1329,2,2,15,Furnished
IN01000,Mumbai,1381,4,3,21.48,Unfurnished
IN01001,Kolkata,1483,2,2,15,Semi
IN01002,Delhi,1178,2,2,15,Semi
IN01003,Mumbai,1089,2,1,15,Furnished
IN01004,Chennai,971,2,2,15,Furnished
IN01005,Mumbai,961,2,1,15,Semi
IN01006,Delhi,1112,1,1,15,Semi
IN01007,Hyderabad,1646,2,2,21.99,Unfurnished
IN01008,Bangalore,968,2,3,19.6,Unfurnished
IN01009,Chennai,816,3,2,15.11,Unfurnished
IN01010,Kolkata,909,3,2,15,Unfurnished
IN01011,Kolkata,791,1,2,15,Furnished
IN01012,Kolkata,1326,3,1,15,Unfurnished
IN01013,Delhi,574,3,2,15,Unfurnished
IN01014,Mumbai,987,3,1,15,Semi
IN01015,Chennai,1387,1,2,15,Unfurnished
IN01016,Mumbai,849,2,3,15,Semi
IN01017,Hyderabad,1096,4,1,15,Unfurnished
IN01018,Mumbai,1246,2,2,15,Semi
IN01019,Bangalore,462,2,1,15,Semi
IN01020,Mumbai,920,2,1,16.49,Unfurnished
IN01021,Kolkata,300,3,2,15,Unfurnished
IN01022,Bangalore,1352,2,1,25.65,Furnished
IN01023,Bangalore,1473,3,2,15.99,Furnished
IN01024,Hyderabad,626,2,2,15,Unfurnished
IN01025,Bangalore,504,2,2,15,Semi
IN01026,Hyderabad,2330,4,1,22.39,Unfurnished
IN01027,Kolkata,983,3,2,15,Furnished
IN01028,Bangalore,859,4,2,15,Semi
IN01029,Delhi,1338,3,1,16.81,Semi
IN01030,Bangalore,496,2,2,15,Furnished
IN01031,Kolkata,870,3,2,16.35,Furnished
IN01032,Kolkata,666,2,2,15,Semi
IN01033,Kolkata,1220,3,2,15,Unfurnished
IN01034,Hyderabad,1461,3,1,23.37,Furnished
IN01035,Kolkata,458,3,3,15,Semi
IN01036,Bangalore,1492,3,3,24.52,Semi
IN01037,Delhi,1472,2,2,15,Furnished
IN01038,Chennai,1526,2,3,19.62,Furnished
IN01039,Chennai,670,1,1,15,Unfurnished
IN01040,Mumbai,1523,2,3,23.19,Furnished
IN01041,Hyderabad,1277,3,2,21.59,Semi
IN01042,Hyderabad,1209,3,2,19.28,Furnished
IN01043,Delhi,1064,3,1,15,Furnished
IN01044,Chennai,1097,3,3,15,Semi
IN01045,Mumbai,663,2,1,15,Semi
IN01046,Chennai,1392,2,3,28.87,Furnished
IN01047,Mumbai,948,2,2,16.38,Semi
IN01048,Mumbai,648,2,2,15,Unfurnished
IN01049,Hyderabad,1499,2,3,23.49,Semi
IN01050,Bangalore,1224,2,3,15,Furnished
IN01051,Hyderabad,1271,1,2,15,Furnished
IN01052,Mumbai,1367,1,1,29.56,Semi
IN01053,Kolkata,1434,2,1,16.71,Furnished
IN01054,Mumbai,1239,2,2,15,Semi
IN01055,Chennai,930,2,1,15,Semi
IN01056,Kolkata,474,2,2,15,Semi
IN01057,Kolkata,939,2,2,15,Unfurnished
IN01058,Chennai,1045,2,1,15,Furnished
IN01059,Hyderabad,917,2,1,15,Furnished
IN01060,Delhi,1491,1,2,15,Unfurnished
IN01061,Bangalore,1231,3,2,18.47,Unfurnished
IN01062,Hyderabad,1467,4,2,18.35,Unfurnished
IN01063,Mumbai,1463,4,2,21.1,Semi
IN01064,Kolkata,1482,4,3,15,Unfurnished
IN01065,Bangalore,928,2,3,15,Furnished
IN01066,Kolkata,1479,3,2,24.52,Semi
IN01067,Kolkata,468,3,3,15,Semi
IN01068,Chennai,873,3,1,15,Furnished
IN01069,Chennai,995,3,2,15,Semi
IN01070,Hyderabad,383,4,1,15,Furnished
IN01071,Hyderabad,463,1,3,15,Unfurnished
IN01072,Mumbai,476,2,2,15,Semi
IN01073,Bangalore,1347,3,1,17.68,Semi
IN01074,Delhi,1222,1,1,15,Semi
IN01075,Mumbai,1211,2,3,15,Semi
IN01076,Chennai,1377,2,2,23.17,Semi
IN01077,Mumbai,300,3,3,15,Semi
IN01078,Bangalore,1497,2,3,19.2,Unfurnished
IN01079,Kolkata,524,3,2,15,Unfurnished
IN01080,Delhi,1628,1,2,25.52,Furnished
IN01081,Hyderabad,2347,1,1,40.86,Unfurnished
IN01082,Chennai,670,1,2,15,Unfurnished
IN01083,Hyderabad,1024,3,2,16.21,Semi
IN01084,Chennai,1025,3,1,15,Furnished
IN01085,Bangalore,1777,4,2,22.08,Semi
IN01086,Kolkata,947,2,3,17.0,Furnished
IN01087,Delhi,1129,1,2,15,Unfurnished
IN01088,Kolkata,1548,3,2,21.26,Furnished
IN01089,Hyderabad,1237,3,2,16.57,Semi
IN01090,Bangalore,1863,3,3,15,Furnished
IN01091,Delhi,1043,1,3,15,Semi
